Type,Display_name,Date,Contents,Categories,translated_content,cleaned_data,neg,neu,pos,compound,sentiment_label
Post,Helen Julien,2024-03-09,"Food, price and ambiance were very good. Delivery and service were prompt and reliable!",Food,"Food, price and ambiance were very good. Delivery and service were prompt and reliable!",food price ambiance good delivery service prompt reliable,0.0,0.707,0.293,0.4404,positive
Reply,Brent Valdez,2022-03-29,The rude behavior of certain vendors in Elyu was quite unexpected.,Experience,The rude behavior of certain vendors in Elyu was quite unexpected.,rude behavior certain vendor elyu quite unexpected,0.297,0.495,0.208,-0.2263,negative
Tweet,maedavidkolqa  ,2022-10-19,"I felt the craftsmanship was inconsistent across pieces. Some items were flawless, while others had noticeable imperfections.",Activities,"I felt the craftsmanship was inconsistent across pieces. Some items were flawless, while others had noticeable imperfections.",felt craftsmanship inconsistent across piece item flawless others noticeable imperfection,0.0,0.732,0.268,0.5106,positive
Tweet,Magbubukidá???????,2021-07-09,Do more of what makes you happy. Enjoy the weekend everyone! Missing the waves of ElYu. ,Actvities,Do more of what makes you happy. Enjoy the weekend everyone! Missing the waves of ElYu.,make happy enjoy weekend everyone missing wave elyu,0.156,0.355,0.489,0.6908,positive
Post,Ronnelle Castroá,2020-06-28,Ang sarap nung Mango na flavor! Legit mangoes gamit.á,Food,The Mango flavor is delicious! Legit mangoes used.á,mango flavor delicious legit mango usedá,0.0,0.575,0.425,0.5719,positive
Post,Joshua Santos,2023-05-11,very accommodating and good service,Accomodation,very accommodating and good service,accommodating good service,0.0,0.408,0.592,0.4404,positive
Post,Tina Abuan Olmos,2024-11-09,Nice and very accomodating hosts/owners. Accessible and affordable place. Very near the sea. Located in the surfing capital of the North.,Accomodation,Nice and very accomodating hosts/owners. Accessible and affordable place. Very close to the sea. Located in the surfing capital of the North.,nice accomodating hostsowners accessible affordable place close sea located surfing capital north,0.0,0.797,0.203,0.4215,positive
Tweet,Xyxa ?,2024-07-27,Huhuhu wanna go back to Elyu!!,Experience,Huhuhu wanna go back to Elyu!!,huhuhu wanna go back elyu,0.0,1.0,0.0,0.0,positive
Post,Marie Michelle Sunio,2019-06-10,"This is my second visit to your resort. The first time was good. Service, food, pool and beach was recommendable. It was like 5 years ago. This second time the service and  food is still ok but the pool and the beach was terrible. I didnÆt expect that the beach would be polluted and the pool was too warm. 
May I suggest to clean the beach and the pool because thatÆs the heart of your resort. 
Thank you.",Accomodation,"This is my second visit to your resort. The first time was good. Service, food, pool and beach were recommendable. It was like 5 years ago. This second time the service and food is still ok but the pool and the beach were terrible. I didn't expect that the beach would be polluted and the pool was too warm. 
May I suggest to clean the beach and the pool because thatÆs the heart of your resort. 
Thank you.",second visit resort first time good service food pool beach recommendable like 5 year ago second time service food still ok pool beach terrible didnt expect beach would polluted pool warm may suggest clean beach pool thatæs heart resort thank,0.109,0.554,0.337,0.8957,positive
Post,Irene Montemayor,2020-05-22,"For good food after surfing, I recommend trying Gefseis Greek Grill.",Experience,"For good food after surfing, I recommend trying Gefseis Greek Grill.",good food surfing recommend trying gefseis greek grill,0.0,0.526,0.474,0.6597,positive
Reply,Kentell Francisco,2024-10-09,"The nightlife in Elyu was fun, but the prices for drinks were higher than I expected.",Experience,"The nightlife in Elyu was fun, but the prices for drinks were higher than I expected.",nightlife elyu fun price drink higher expected,0.0,0.645,0.355,0.5106,positive
Reply,Addison Hernandez,2024-03-05,"Barhopping in Urbiz was a great way to spend the night, but some spots were overpriced.",Experience,"Barhopping in Urbiz was a great way to spend the night, but some spots were overpriced.",barhopping urbiz great way spend night spot overpriced,0.0,0.631,0.369,0.6249,positive
Tweet,??gato,2021-01-17,"ElyuÆs beach is where I find peace, with the waves gently lapping at the shore.",Activity,"ElyuÆs beach is where I find peace, with the waves gently lapping at the shore.",elyuæs beach find peace wave gently lapping shore,0.0,0.48,0.52,0.7579,positive
Tweet,JeffExplore,2022-05-06,"BisinÆs buffet had a great selection, but the seafood couldÆve been fresher considering itÆs in La Union.",Food,"BisinÆs buffet had a great selection, but the seafood couldÆve been fresher considering itÆs in La Union.",bisinæs buffet great selection seafood couldæve fresher considering itæs la union,0.0,0.709,0.291,0.6249,positive
Reply,I SANG LIVE WITH SKZ,2024-05-07,Reco De Veranda Transient! Super bait ng owner + may pool and okay 'yung tulugan. Not expensive super affordable. We just stayed there last month.,Accomodation,Reco De Veranda Transient! The owner is super kind + there is a pool and the place to sleep is okay. Not expensive super affordable. We just stayed there last month.,reco de veranda transient owner super kind pool place sleep okay expensive super affordable stayed last month,0.0,0.498,0.502,0.9201,positive
Post,Sofia Rae Reyes,2020-11-28,"best place to stay in San Juan, LU! IÆll definitely recommend this place to friends.",Experience,"best place to stay in San Juan, LU! I'll definitely recommend this place to friends.",best place stay san juan lu ill definitely recommend place friend,0.131,0.28,0.589,0.8689,positive
Tweet,Nathen Soriano,2022-10-19,"Surfing in San Juan was a challenge, but I had a great time.",Experience,"Surfing in San Juan was a challenge, but I had a great time.",surfing san juan challenge great time,0.0,0.426,0.574,0.6597,positive
Post,Kristoff Joy Villanueva,2021-08-02,"We had a fantastic stay at Coral Cove Inn, with its convenient location and great service.",Experience,"We had a fantastic stay at Coral Cove Inn, with its convenient location and great service.",fantastic stay coral cove inn convenient location great service,0.0,0.476,0.524,0.8271,positive
Post,Bench Go Fabros,2024-07-06,"My stay here was an unexpected delight! The staff and owner were incredibly friendly and welcoming, offering me a delicious foods during a staff birthday celebration. The location is perfect - quiet and peaceful yet close to everythingû a perfect escape. Most importantly, the staff were always happy to answer my questions and chats, making the whole experience truly enjoyable. I highly recommend this place! ",Accomodation,"My stay here was an unexpected delight! The staff and owner were incredibly friendly and welcoming, offering me a delicious food during a staff birthday celebration. The location is perfect - quiet and peaceful yet close to everythingû a perfect escape. Most importantly, the staff were always happy to answer my questions and chats, making the whole experience truly enjoyable. I highly recommend this place!",stay unexpected delight staff owner incredibly friendly welcoming offering delicious food staff birthday celebration location perfect quiet peaceful yet close everythingû perfect escape importantly staff always happy answer question chat making whole experience truly enjoyable highly recommend place,0.0,0.378,0.622,0.9907,positive
Post,Rosa Balingit,2022-08-25,Patio by Balai Norte is the best place to enjoy a quiet evening by the beach with great food and views.,Experience,Patio by Balai Norte is the best place to enjoy a quiet evening by the beach with great food and views.,patio balai norte best place enjoy quiet evening beach great food view,0.0,0.439,0.561,0.91,positive
Tweet,Z O E,2023-01-03,Surfing in Elyu was epic! Perfect waves and great company. Definitely coming back.,Experience,Surfing in Elyu was epic! Perfect waves and great company. Definitely coming back.,surfing elyu epic perfect wave great company definitely coming back,0.0,0.4,0.6,0.8885,positive
Post,EM Fotos,2024-09-16,"Another ôWHERE TO EAT IN ELYU?ö Fatwave Surf Resort is highly recommended 
Super nice and instagram worthy ang ambiance. We had our merienda there and It is 100% recommended. 
Visit Fatwave when you go to San Juan, La Union! ",Food,"Another ôWHERE TO EAT IN ELYU?ö Fatwave Surf Resort is highly recommended 
The ambiance is super nice and instagram worthy. We had our snack there and it is 100% recommended. 
Visit Fatwave when you go to San Juan, La Union!",another ôwhere eat elyuö fatwave surf resort highly recommended ambiance super nice instagram worthy snack 100 recommended visit fatwave go san juan la union,0.0,0.58,0.42,0.9145,positive
Post,Betsy,2023-03-22,"Overall, I had a great experience with Villa Teresa staff was incredibly helpful, and the amenities were great. The room was wonderful, clean, comfortable beds, working aircon and also perfect to relax (seat and play the videoke). Would definitely stay there again.Kudos!",Accomodation,"Overall, I had a great experience with Villa Teresa staff was incredibly helpful, and the amenities were great. The room was wonderful, clean, comfortable beds, working aircon and also perfect to relax (seat and play the videoke). Would definitely stay there again. Kudos!",overall great experience villa teresa staff incredibly helpful amenity great room wonderful clean comfortable bed working aircon also perfect relax seat play videoke would definitely stay kudos,0.0,0.306,0.694,0.9884,positive
Tweet,JennaPerry91,2021-07-12,"Waves Point Resto Bar was nice, but itÆs not somewhere IÆd go again.",Experience,"Waves Point Resto Bar was nice, but itÆs not somewhere IÆd go again.",wave point resto bar nice itæs somewhere iæd go,0.0,0.741,0.259,0.4215,positive
Reply,Orion ?? | Space Cadet,2023-12-15,"Taking a jeepney was a highlight of my visit here in Elyu, filled with friendly faces.",Transportation,"Taking a jeepney was a highlight of my visit here in Elyu, filled with friendly faces.",taking jeepney highlight visit elyu filled friendly face,0.0,0.517,0.483,0.6808,positive
Post,Jani Galarosa,2024-07-31,"Wonderful service!
highly recommended!
Shorebreak Hostel",Accomodation,"Wonderful service!
highly recommended!
Shorebreak Hostel",wonderful service highly recommended shorebreak hostel,0.0,0.408,0.592,0.6997,positive
Reply,Brook Castillo,2023-05-24,"Surfing in San Juan had great waves, but there were way too many people in the water.",Experience,"Surfing in San Juan had great waves, but there were way too many people in the water.",surfing san juan great wave way many people water,0.0,0.661,0.339,0.6249,positive
Reply,orell ????,2022-10-14,I rate the local delicacy I had in San Juan a 9. The flavors were authentic and reminded me of home!,Food,I rate the local delicacy I had in San Juan a 9. The flavors were authentic and reminded me of home!,rate local delicacy san juan 9 flavor authentic reminded home,0.0,1.0,0.0,0.0,positive
Post,Mon Jovero,2023-04-20,Outdoor dining╖Creative cuisine╖Best brunch╖Hip atmosphere╖Cheap eats╖Great food╖Scenic views,Food,Outdoor dining╖Creative cuisine╖Best brunch╖Hip atmosphere╖Cheap eats╖Great food╖Scenic views,outdoor diningcreative cuisinebest brunchhip atmospherecheap eatsgreat foodscenic view,0.0,1.0,0.0,0.0,positive
Post,Lem Almendral,2024-05-12,Super love the stay in Shortbreak. The staff is very accommodating! Highly recommended for backpackers!,Accomodation,Super love the stay in Shortbreak. The staff is very accommodating! Highly recommended for backpackers!,super love stay shortbreak staff accommodating highly recommended backpacker,0.0,0.371,0.629,0.8805,positive
Tweet,Espresso Shot ? || ideas on hold,2024-02-20,"Barhopping in Elyu was fun, but I wish the music wasnÆt so loud in every spot we visited.",Experience,"Barhopping in Elyu was fun, but I wish the music wasnÆt so loud in every spot we visited.",barhopping elyu fun wish music wasnæt loud every spot visited,0.0,0.571,0.429,0.7184,positive
Post,Petina Fernando,2022-05-20,Went with my dog!! Really happy that they allow dogs  we enjoyed our trip and will surely go back here for our next LU visit. Super recommended,Accomodation,"Went with my dog!! Really happy that they allow dogs, we enjoyed our trip and will surely go back here for our next LU visit. Super recommended",went dog really happy allow dog enjoyed trip surely go back next lu visit super recommended,0.0,0.356,0.644,0.9522,positive
Tweet,Killian Martinez,2022-10-10,"The beach was too crowded for paddleboarding, and the experience wasnÆt as relaxing.",Experience,"The beach was too crowded for paddleboarding, and the experience wasn't as relaxing.",beach crowded paddleboarding experience wasnt relaxing,0.345,0.655,0.0,-0.3875,negative
Reply,carlostheghost,2024-04-29,The pottery experience in Taboc was a creative escape; I felt so relaxed.,Experience,The pottery experience in Taboc was a creative escape; I felt so relaxed.,pottery experience taboc creative escape felt relaxed,0.0,0.339,0.661,0.7783,positive
Post,Riza Mijares,2024-04-01,"Very accommodating owner, maganda ang ambiance, complete sa utensils and everything. 
",Accomodation,"Very accommodating owner, nice ambiance, complete with utensils and everything.",accommodating owner nice ambiance complete utensil everything,0.0,0.682,0.318,0.4215,positive
Post,Raul Ilagan,2023-04-08,"Flotsam and Jetsam is my favorite chill spot in Elyuùgood food, drinks, and music!",Experience,"Flotsam and Jetsam is my favorite chill spot in Elyuùgood food, drinks, and music!",flotsam jetsam favorite chill spot elyuùgood food drink music,0.0,0.727,0.273,0.4588,positive
Tweet,LaraPineda,2022-03-10,He discovered the best tacos at a local food truck in San Juan!,Experience,He discovered the best tacos at a local food truck in San Juan!,discovered best taco local food truck san juan,0.0,0.625,0.375,0.6369,positive
Post,Samantha Luna,2023-03-22,Flotsam and JetsamÆs food and atmosphere are perfect for a relaxed day by the beach.,Experience,Flotsam and JetsamÆs food and atmosphere are perfect for a relaxed day by the beach.,flotsam jetsamæs food atmosphere perfect relaxed day beach,0.0,0.465,0.535,0.7845,positive
Tweet,spanish latte #AtinAngWPS,2024-07-18,tagaytay to taytay to baguio to pobla to pampanga then elyu. sulit na sulit bakasyon,Experience,tagaytay to taytay to baguio to pobla to pampanga then elyu. well worth a vacation,tagaytay taytay baguio pobla pampanga elyu well worth vacation,0.0,0.636,0.364,0.4588,positive
Tweet,a.,2024-07-28,"Gusto ko sana gayahin yung pose mo dito love, pero yung alon dito sa elyu mas matangkad pa sa akin.",Activity,"I would like to imitate your pose here love, but the wave here in Elyu is taller than me.",would like imitate pose love wave elyu taller,0.0,0.472,0.528,0.7717,positive
Post,Gianne Kelly Quijano,2023-06-30,Elyu bakasyunan is the one. We will surely be back! ,Accomodation,Elyu vacation is the one. We will surely be back!,elyu vacation one surely back,0.0,0.58,0.42,0.4404,positive
Post,Mikaela Ragojo - Viloria,2024-03-20,"Absolutely delightful Thai dining experience! The authentic flavors of fishball noodle soup, fried rice, and Thai milk tea transported us straight to Thailand. The warm hospitality of the friendly owners adds to the charm. Highly recommended for a taste of Thailand close to home!",Food,"Absolutely delightful Thai dining experience! The authentic flavors of fishball noodle soup, fried rice, and Thai milk tea transported us straight to Thailand. The warm hospitality of the friendly owners adds to the charm. Highly recommended for a taste of Thailand close to home!",absolutely delightful thai dining experience authentic flavor fishball noodle soup fried rice thai milk tea transported u straight thailand warm hospitality friendly owner add charm highly recommended taste thailand close home,0.0,0.611,0.389,0.9311,positive
Post,Cach' Reality,2024-07-04,One of the best that I have tasted. ,Food,One of the best that I have tasted.,one best tasted,0.0,0.323,0.677,0.6369,positive
Reply,Eden ?? || fic drop,2023-08-24,"The beach in Urbiz is stunning, but finding a quiet spot to relax was impossible.",Experience,"The beach in Urbiz is stunning, but finding a quiet spot to relax was impossible.",beach urbiz stunning finding quiet spot relax impossible,0.0,0.522,0.478,0.6705,positive
Tweet,KiraColeman88,2019-01-14,"It didnÆt live up to the hype I read online. The pottery was nice, but I felt like it was over-praised in reviews and didnÆt quite meet my expectations.",Experience,"It didnÆt live up to the hype I read online. The pottery was nice, but I felt like it was over-praised in reviews and didn't quite meet my expectations.",didnæt live hype read online pottery nice felt like overpraised review didnt quite meet expectation,0.0,0.71,0.29,0.6486,positive
Post,Max Gaa,2024-04-14,We had a great time in our stay here. The rooms are clean and spacious. The owner and staff are accommodating and welcoming. Happy customer here ,Accomodation,We had a great time in our stay here. The rooms are clean and spacious. The owner and staff are accommodating and welcoming. Happy customers here,great time stay room clean spacious owner staff accommodating welcoming happy customer,0.0,0.374,0.626,0.9246,positive
Reply,Lilian Torres,2022-07-13,Paddleboarding at the beach in Elyu was a bit stressful with so many people around.,Experience,Paddleboarding at the beach in Elyu was a bit stressful with so many people around.,paddleboarding beach elyu bit stressful many people around,0.32,0.68,0.0,-0.5106,negative
Tweet,CallieB_92,2019-12-31,"I canÆt stop admiring the beautiful craftsmanship. Each piece is so well-made, and itÆs clear that a lot of love and effort goes into creating them.",Experience,"I can't stop admiring the beautiful craftsmanship. Each piece is so well-made, and itÆs clear that a lot of love and effort goes into creating them.",cant stop admiring beautiful craftsmanship piece wellmade itæs clear lot love effort go creating,0.22,0.33,0.45,0.6765,positive
Post,Allan John Santos,2022-12-18,"We loved the quiet and peaceful atmosphere at Blue Horizon Inn. The rooms were clean, and the staff were incredibly welcoming.",Experience,"We loved the quiet and peaceful atmosphere at Blue Horizon Inn. The rooms were clean, and the staff were incredibly welcoming.",loved quiet peaceful atmosphere blue horizon inn room clean staff incredibly welcoming,0.0,0.381,0.619,0.9184,positive
Tweet,AC,2023-06-28,"If you are looking for a peaceful escape with the perfect blend of culture and fun, San Juan is the place to be. The community here is warm, and you can feel the history in every corner.",Activities,"If you are looking for a peaceful escape with the perfect blend of culture and fun, San Juan is the place to be. The community here is warm, and you can feel the history in every corner.",looking peaceful escape perfect blend culture fun san juan place community warm feel history every corner,0.0,0.444,0.556,0.9153,positive
Tweet,softhaze,2023-07-15,"El UnionÆs flat white is the best coffee in town, hands down.",Food,"El UnionÆs flat white is the best coffee in town, hands down.",el unionæs flat white best coffee town hand,0.0,0.448,0.552,0.8126,positive
Post,Rafael John Villanueva,2022-01-11,"Super Recommended! The room is clean with comfortable bed linens and an en-suite bathroom. It has air conditioning and is conveniently located next to 7/11 Sebay, within walking distance of all the must-visit spots in Elyu, like Kabsat, Seabuds, El Union, Flotsam Jetsam, Tavern, and the Pasalubong center. The staff, particularly Brother Jhong, is extremely kind and accommodating, always just a message away for any requests. He also offers fair-priced pickup and land tour services.",Experience,"Super Recommended! The room is clean with comfortable bed linens and an en-suite bathroom. It has air conditioning and is conveniently located next to 7/11 Sebay, within walking distance of all the must-visit spots in Elyu, like Kabsat, Seabuds, El Union, Flotsam Jetsam, Tavern, and the Pasalubong center. The staff, particularly Brother Jhong, is extremely kind and accommodating, always just a message away for any requests. He also offers fair-priced pickup and land tour services.",super recommended room clean comfortable bed linen ensuite bathroom air conditioning conveniently located next 711 sebay within walking distance mustvisit spot elyu like kabsat seabuds el union flotsam jetsam tavern pasalubong center staff particularly brother jhong extremely kind accommodating always message away request also offer fairpriced pickup land tour service,0.0,0.711,0.289,0.9509,positive
Post,Allan Mae Bautista,2022-01-03,"The location of Beachcomber Resort was perfect, close to the beach and well-maintained.",Experience,"The location of Beachcomber Resort was perfect, close to the beach and well-maintained.",location beachcomber resort perfect close beach wellmaintained,0.0,0.619,0.381,0.5719,positive
Post,Brylle Araneta,2023-06-07,"Clean Beach Resort is clean and peaceful, with delicious food and a perfect beachfront location.",Experience,"Clean Beach Resort is clean and peaceful, with delicious food and a perfect beachfront location.",clean beach resort clean peaceful delicious food perfect beachfront location,0.0,0.238,0.762,0.9432,positive
Post,Russell John Santos,2021-05-20,Driftwood Inn was a cozy and clean place to stay. The staff were very welcoming and attentive.,Experience,Driftwood Inn was a cozy and clean place to stay. The staff were very welcoming and attentive.,driftwood inn cozy clean place stay staff welcoming attentive,0.0,0.556,0.444,0.6808,positive
Tweet,TrixieRodriguez,2019-12-22,best coffee!! #elunion #sj,Food,best coffee!! #elunion #sj,best coffee elunion sj,0.0,0.417,0.583,0.6369,positive
Post,Jasmine Mae Ong,2022-10-19,"Tried surfing for the first time in San Juan, La Union. Had a great time learning, and the local food was amazing too!",Experience,"Tried surfing for the first time in San Juan, La Union. Had a great time learning, and the local food was amazing too!",tried surfing first time san juan la union great time learning local food amazing,0.0,0.603,0.397,0.836,positive
Post,Marie David,2024-02-15,"The place is beautiful, and the hosts are friendly and accommodating. ItÆs about a 10-12 minute drive from San Juan Beach, and the location is peaceful. They were very kind regarding our requests and questions. Overall, this place lived up to its description.",Experience,"The place is beautiful, and the hosts are friendly and accommodating. It's about a 10-12 minute drive from San Juan Beach, and the location is peaceful. They were very kind regarding our requests and questions. Overall, this place lived up to its description.",place beautiful host friendly accommodating 1012 minute drive san juan beach location peaceful kind regarding request question overall place lived description,0.0,0.554,0.446,0.9287,positive
Tweet,aj_annato,2022-12-18,The seafood barbecue nights at local eateries are fantastic! Nothing beats fresh grilled fish right by the beach.,Food,The seafood barbecue nights at local eateries are fantastic! Nothing beats fresh grilled fish right by the beach.,seafood barbecue night local eatery fantastic nothing beat fresh grilled fish right beach,0.118,0.664,0.217,0.3895,positive
Post,Dominic San Luis,2022-09-12,El Union CoffeeÆs cold brew is my go-to in San Juan. Never miss it when IÆm in Elyu!,Experience,El Union CoffeeÆs cold brew is my go-to in San Juan. Never miss it when I'm in Elyu!,el union coffeeæs cold brew goto san juan never miss im elyu,0.0,0.884,0.116,0.1139,positive
Reply,Alex on pause ??,2022-06-26,"The beach in San Juan was full of life, with so many fun activities to try.",Experience,"The beach in San Juan was full of life, with so many fun activities to try.",beach san juan full life many fun activity try,0.0,0.708,0.292,0.5106,positive
Reply,dreamscape??,2024-04-10,"The iced tea from the restaurant in Elyu was refreshing, but the portion sizes were small.",Food,"The iced tea from the restaurant in Elyu was refreshing, but the portion sizes were small.",iced tea restaurant elyu refreshing portion size small,0.0,1.0,0.0,0.0,positive
Tweet,Bell1ssmialove,2020-04-12,The family-friendly resorts offered beautiful backdrops for photos. I loved snapping pictures of my loved ones enjoying the activities together.,Activities,The family-friendly resorts offer beautiful backdrops for photos. I loved snapping pictures of my loved ones enjoying the activities together.,familyfriendly resort offer beautiful backdrop photo loved snapping picture loved one enjoying activity together,0.0,0.398,0.602,0.9442,positive
Post,Jem Lloren Obniala,2024-04-22,"Thank you for the JMS transient.
We didn't have a place to stay last night, I tried to inquire with her right away, the room was ready for us. Thank you again.",Accomodation,"Thank you for the JMS transient.
We didn't have a place to stay last night, I tried to inquire with her right away, the room was ready for us. Thank you again.",thank jms transient didnt place stay last night tried inquire right away room ready u thank,0.0,0.634,0.366,0.7579,positive
Post,Teejay O±ang,2023-08-14,"good and nice hostel. very kind staff, and nice rooms",Accomodation,"good and nice hostel. very kind staff, and nice rooms",good nice hostel kind staff nice room,0.0,0.201,0.799,0.8979,positive
Post,Sophie Joy Ramos,2022-03-25,"Our stay at Seabreeze Villas was nothing short of amazing. The place is spacious, clean, and perfect for families.",Experience,"Our stay at Seabreeze Villas was nothing short of amazing. The place is spacious, clean, and perfect for families.",stay seabreeze villa nothing short amazing place spacious clean perfect family,0.176,0.458,0.366,0.5152,positive
Post,Raquel Araral,2024-07-17,"Very big house, clean, super bait Pau the caretaker, just a few minutes walk to the beach, she even helped arrange for our surfing lessons! Perfect place to relax with families and friends! One couldn't ask for more!",Accomodation,"Very big house, clean, super friendly Pau the caretaker, just a few minutes walk to the beach, she even helped arrange for our surfing lessons! Perfect place to relax with families and friends! One couldn't ask for more!",big house clean super friendly pau caretaker minute walk beach even helped arrange surfing lesson perfect place relax family friend one couldnt ask,0.0,0.464,0.536,0.9618,positive
Tweet,Dalp,2019-05-12,"Bar hopping in San Juan has such a chill vibe, loved every spot we hit.",Activities,"Bar hopping in San Juan has such a chill vibe, loved every spot we hit.",bar hopping san juan chill vibe loved every spot hit,0.0,0.698,0.302,0.5994,positive
Post,Kulot Elle,2020-02-24,A must Visit Very accommodating.,Accomodation,A must visit. Very accommodating.,must visit accommodating,0.0,1.0,0.0,0.0,positive
Tweet,Keerie,2022-10-26,Balai Tino Villas offers a charming environment for guests.,Accomodation,Balai Tino Villas offers a charming environment for guests.,balai tino villa offer charming environment guest,0.0,0.612,0.388,0.5859,positive
Post,Jerome Ramos,2019-01-15,"The recent stay at Hidden Palms was superb! The friendly staff provided exceptional service. The inviting pool and delicious breakfast enhanced our experience. Our deluxe room was spacious, clean, and well-designedùexceeding all expectations. The genuine hospitality made our stay truly memorable. We're excited about our next visit!",Experience,"The recent stay at Hidden Palms was superb! The friendly staff provided exceptional service. The inviting pool and delicious breakfast enhanced our experience. Our deluxe room was spacious, clean, and well-designed, exceeding all expectations. The genuine hospitality made our stay truly memorable. We're excited about our next visit!",recent stay hidden palm superb friendly staff provided exceptional service inviting pool delicious breakfast enhanced experience deluxe room spacious clean welldesigned exceeding expectation genuine hospitality made stay truly memorable excited next visit,0.0,0.537,0.463,0.9665,positive
Post,Robeng Viloria Pascua,2022-04-24,Spacious House. Very Kind and Hospitable Staff. Delicious Food. Near to the famous places in elyu and beach plus free use of karaoke.,Accomodation,Spacious House. Very kind and hospitable staff. Delicious Food. Near to the famous places in elyu and beach plus free use of karaoke.,spacious house kind hospitable staff delicious food near famous place elyu beach plus free use karaoke,0.0,0.556,0.444,0.886,positive
Post,Randy Lee Stephenson,2022-02-18,"Went here yesterday since we wanted to be close to the beach.
The manager Aileen came over and did introduce herself did ask if the Pizza was well since they did start using a new oven
Honestly it was a bit burned but it was good for me still she did insist to give us a complimentary Pizza.
Great customer service. You guys really care.
Best tasting Pizza in this area. 
Definitely when in this area a must for Pizza lovers",Accomodation,"Went here yesterday since we wanted to be close to the beach.
The manager Aileen came over and introduced herself and asked if the Pizza was good since they started using a new oven
Honestly it was a bit burnt but it was good for me still she did insist to give us a complimentary Pizza.
Great customer service. You guys really care.
Best tasting Pizza in this area. 
Definitely when in this area a must for Pizza lovers",went yesterday since wanted close beach manager aileen came introduced asked pizza good since started using new oven honestly bit burnt good still insist give u complimentary pizza great customer service guy really care best tasting pizza area definitely area must pizza lover,0.0,0.529,0.471,0.9838,positive
Post,Florendo Salvador,2024-06-28,"Our family's visit to OKAERI Rest House in San Juan, La Union last weekend was Fantastic!!!Thanks to the owner who were very accommodating. All cottages were clean and cozy, and the location was not only Gorgeous but it also felt very Safe. Wow talaga!!! Highly recommend for a relaxing staycation!",Accomodation,"Our family's visit to OKAERI Rest House in San Juan, La Union last weekend was Fantastic!!! Thanks to the owner who were very accommodating. All cottages were clean and cozy, and the location was not only gorgeous but it also felt very safe. Really wow!!! Highly recommend for a relaxing staycation!",family visit okaeri rest house san juan la union last weekend fantastic thanks owner accommodating cottage clean cozy location gorgeous also felt safe really wow highly recommend relaxing staycation,0.0,0.44,0.56,0.9793,positive
Post,Ray Tiamzon,2019-03-10,Very accommodating and the owner is very kind.,Accomodation,Very accommodating and the owner is very kind.,accommodating owner kind,0.0,0.37,0.63,0.5267,positive
Post,Louie Gonzales,2024-01-30,"Their rooms are lovely, and the hospitality is outstanding!",Experience,"Their rooms are lovely, and the hospitality is outstanding!",room lovely hospitality outstanding,0.0,0.204,0.796,0.8316,positive
Post,Alexis Rondilla,2023-11-21,"Very Accommodating, Clean & Sanitized, Perfect for Barkada and Family, Owner is very Hands on very kind to us,  we had a Very Comfortable stay for 3 days, will surely be back here!! Thank you Ms. Sofhia for letting us stay on your home.",Accomodation,"Very Accommodating, Clean & Sanitized, Perfect for Barkada and Family, Owner is very Hands on very kind to us, we had a Very Comfortable stay for 3 days, will surely be back here!! Thank you Ms. Sofhia for letting us stay at your home.",accommodating clean sanitized perfect barkada family owner hand kind u comfortable stay 3 day surely back thank m sofhia letting u stay home,0.0,0.424,0.576,0.967,positive
Tweet,Tam,2022-09-22,ElyuÆs soft waves and warm sands create the perfect calming escape.,Activity,ElyuÆs soft waves and warm sands create the perfect calming escape.,elyuæs soft wave warm sand create perfect calming escape,0.0,0.248,0.752,0.8779,positive
Reply,RM,2022-07-01,Yup. Maganda dun. lalo na sa flotsam. Dagsa lagi ang tao kahit after summer.,Accomodation,Yup. That's nice. especially in flotsam. There are always a lot of people even after summer.,yup thats nice especially flotsam always lot people even summer,0.0,0.763,0.237,0.4215,positive
Tweet,PatriciaReyes,2021-10-15,They spent the day discovering the best local eateries in San Juanùso much to try!,Experience,They spent the day discovering the best local eateries in San Juanùso much to try!,spent day discovering best local eatery san juanùso much try,0.0,0.682,0.318,0.6369,positive
Tweet,Viviana Aquino,2022-07-11,Surfing all day and partying all night in Elyu is a lifestyle I wish I could keep up with!,Experience,Surfing all day and partying all night in Elyu is a lifestyle I wish I could keep up with!,surfing day partying night elyu lifestyle wish could keep,0.0,0.569,0.431,0.6486,positive
Tweet,Jackson,2022-10-28,"Many restaurants focus too heavily on seafood, which can be limiting if youÆre craving something different.",Food,"Many restaurants focus too heavily on seafood, which can be limiting if you're craving something different.",many restaurant focus heavily seafood limiting youre craving something different,0.0,1.0,0.0,0.0,positive
Reply,Kiersten Aquino,2022-03-25,The pottery class in Taboc was a bit underwhelming. DidnÆt feel like it was worth the price.,Experience,The pottery class in Taboc was a bit underwhelming. Didn't feel like it was worth the price.,pottery class taboc bit underwhelming didnt feel like worth price,0.321,0.679,0.0,-0.4168,negative
Post,Aubrey Clemente,2021-12-30,Clean Beach Resort offers a relaxing vibe and their beachfront area is always kept pristine.,Experience,Clean Beach Resort offers a relaxing vibe and their beachfront area is always kept pristine.,clean beach resort offer relaxing vibe beachfront area always kept pristine,0.0,0.604,0.396,0.7096,positive
Post,Eunice Alvarado,2021-04-23,"Little Surfmaid exceeded our expectations. Clean rooms, great staff, and delicious food.",Experience,"Little Surfmaid exceeded our expectations. Clean rooms, great staff, and delicious food.",little surfmaid exceeded expectation clean room great staff delicious food,0.0,0.4,0.6,0.8885,positive
